,PS1,PS3,PS4,PS5,EPS1,VS1
1139,-0.061755679474461825,-0.0766141346937401,-0.21361497068288374,-0.007381689983738736,-0.039657055559532146,-0.05687175307877877
1521,0.07347723686660225,0.019370996352940685,0.08688101896305195,0.03237063738796785,-0.00039648499670397235,-0.03261450063155918
996,-0.055018981805635615,-0.07477384161049469,-0.21657331512376654,-0.03173267822045564,-0.04263012614285974,-0.0552129262603871
994,-0.058938087385356816,-0.06942294115611801,-0.21337926327137108,-0.03194364445128651,-0.04534229890257605,-0.05207643766793832
1563,0.07814928995360582,0.016811309962281976,0.09062868141272905,0.037905815187955744,-0.005007104494739658,-0.03142016037781218
1792,-0.01077809644256063,0.013899955331502999,0.1894900605107747,-0.0033498533720623122,-0.003238290288369231,-0.003014187390737004
686,0.07243278206902931,0.0678007545688281,-0.204974605865421,-0.0026277307364552136,0.04159799812651236,0.08123456550196644
162,-0.013228678160964643,-0.07325617362049791,-0.20996914309461823,-0.03740959712647365,-0.009267807274543422,0.08454094401872428
323,-0.009941731573789017,-0.07672695751340138,0.08995560932814577,-0.006131583957653963,-0.008208423941096527,0.07707549321915237
415,0.07378227270281751,0.07841994032679377,0.08730552383192781,-0.005422055680830029,0.043562176275106265,0.07278634001210428
749,-0.00937995410830423,-0.07451806589434438,-0.21201812050594965,-0.036830381209009215,-0.005610018574102462,-0.03202385500212222
1627,0.06965884314912665,0.015308747865179006,0.0877495321434861,0.02787673647166992,-0.003680252612472518,-0.008656031017916009
1861,-0.019411578887014492,0.012885753855951435,0.186132575667267,-0.0031027595486184277,0.04207019817939597,-0.0006813513288258472
1015,-0.061598503457351975,-0.08105885906015102,-0.21015606260288994,-0.03520066689181015,-0.04180468595021961,-0.05662453467468815
1295,-0.019636083316745725,-0.026717069972872803,-0.20772777998898156,-0.0046704698840306525,-0.04373982335745151,-0.03552345794828687
966,-0.009294441195019662,0.07532036765941001,-0.2131237532503809,-0.04089967499621868,-0.03864917493386486,-0.05928603561982084
386,0.07740888488670485,0.07450463716873337,-0.20965699560728432,-0.004393837746041921,0.04042226536021173,0.07477471194953687
1,-0.01469916718275845,0.019412299896773077,-0.20566580488861524,-0.00927177899281442,0.00013283920836746238,-0.02663325191158357
365,0.07903014666121791,0.0738193258005502,-0.20842842535307057,-0.005941725727733758,0.047624658520590404,0.07837827946989553
718,-0.01388787753344168,0.07230867347826095,-0.2128467989316577,-0.011496705862839829,-0.007836731677305543,-0.05473464340026142
63,-0.008175239132321295,-0.07008167122153759,-0.212621360828203,-0.032233404605477335,-0.0003331626894554679,-0.05398778032731853
101,-0.015923980775101928,-0.07649697645492297,-0.21019107052649635,-0.036565148456968385,-0.005405974852028591,-0.052685707221003054
523,0.07806286030789718,0.07109212104609301,-0.20832909441847353,-0.008060425073436997,0.047385773164340006,0.07561836105680979
1553,0.07621165229519974,0.016713757768331595,0.18697858227965142,0.02477565676408459,-0.0061327234944946315,-0.027312172883317956
2177,0.0742636943121136,0.018804809335239942,0.1875509326114986,0.030874743493345874,-0.0037187570591284106,-0.0033744048381082904
1659,0.06920411065871354,0.015400737114993268,0.18704386152197472,0.030923465924221676,0.0010820658827130417,-0.009182243464911196
13,-0.004924625923244409,-0.028449514251387302,-0.2077171659023436,-0.033146273538681485,-0.04266966951747685,-0.02901244565581144
1291,-0.011541097543966284,-0.023852812147624445,-0.2111998430420095,-0.005620067315051856,-0.04481253241483988,-0.032201735935483755
