,PS1,PS3,PS4,PS5,EPS1,VS1
1295,0.15011250630517559,0.8032292440703817,0.0,0.49057921138956306,0.2796813304317638,0.2571761465946394
966,0.09757017845572058,0.738217957070656,0.0,0.4108346613258069,0.2822591290776373,0.333862938248066
386,0.6938223270556803,0.2570604497191421,0.0,0.045714976654278594,0.7022970133573585,0.6917699396250392
1,0.20413381111985185,0.9601367822366116,0.0,0.7870861262513271,0.45269029676913863,0.13181866327719494
365,0.4430388563727412,0.4025258931872928,0.0,0.07044384917316915,0.5103953314990726,0.6471772058044685
718,0.03748693508329293,0.7356537479530134,0.0,0.06517714488867554,0.039606664141544456,0.3185573562122648
63,0.0802797391971346,0.7547246570759432,0.0,0.19356404230564905,0.12805202994859943,0.3822688274547177
101,0.06808966846196185,0.7551645859379128,0.0,0.15293057441617108,0.11393036201274409,0.3807329732019895
523,0.6874779232203041,0.20087704037611698,0.0,0.016934642103497488,0.6886308314815821,0.6318716237686688
1553,0.22154201496376924,0.9823659382648624,0.31461691756525684,0.9866598251804231,0.4881499398951714,0.11720156763054645
2177,0.2294178153663884,0.9714608300611018,0.996334500639961,0.9755930493806391,0.470512388927653,0.09548776612646925
1659,0.22084280405827617,0.9892006832068432,0.9256958160657444,0.9682201594417723,0.48340253776140063,0.07244995233555773
13,0.14475663302172315,0.8175344684897237,0.0,0.361139944565398,0.27617149210179015,0.2040038131553863
1291,0.15043087541971278,0.8060678628656022,0.0,0.49654411931891307,0.28913648856688035,0.26660311407689874
