,PS1,PS3,PS4,PS5,EPS1,VS1
2164,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
78,0.34788696675043207,-0.006483676079885425,-0.03195085688647559,0.05062068717512902,0.11707049905140787,0.16612630802471784
382,0.34788696675043207,-0.006506034709492403,0.029342608114941493,0.04361291474758,0.11191977159661559,0.22065577199779096
2,0.34788696675043207,-0.007304107020116413,-0.03557100208023756,0.04504221966848743,0.1726707273093968,0.12307617024288575
1923,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
88,0.34788696675043207,-0.006483676079885425,-0.03195085688647559,0.05062738547446055,0.11723015788646052,0.16595995089033366
1385,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1947,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1070,0.34788696675043207,-0.006715496177577052,-0.032355829025964344,0.0452706863273884,0.13185391080932418,0.15598692268635583
358,0.34788696675043207,-0.010361668652002276,0.04709653012435022,0.015118906259622089,0.1212420733251216,0.22376166378484097
409,0.34788696675043207,0.0004237886272724367,0.1975869709059448,0.00027512476818836173,0.06537233593229541,0.14812886409544412
1946,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
740,0.34788696675043207,-0.006388405210388415,0.028908748814909457,0.04508220830076615,0.13655860491970306,0.15884569050983155
273,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
1336,0.34788696675043207,-0.01995134490114525,0.20002984776400812,-0.0025511263147434127,0.08694782293258241,0.11914421138738973
1508,0.18611998972183597,-0.0020758810672374395,0.3586578224505248,0.001983400325934803,0.13697571274895814,0.0724129877327413
506,0.34788696675043207,-0.010141361121484449,-0.022455485871029746,0.04378950222520539,0.11245585040226236,0.21467376417555262
726,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.1201478801842536,0.16537719829435182
1132,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.04505126134873372,0.13174870897665147,0.15743962076630402
325,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.050782843254263854,0.11769399823106441,0.17419316749384717
1202,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
2116,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
237,0.34788696675043207,-0.004912698728147813,-0.02683266063385703,0.05143125824885475,0.11509848881395557,0.1844167611032148
1984,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1926,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
819,0.34788696675043207,-0.007191193615708191,-0.031871188979654574,0.04508070173217871,0.13176120386656243,0.15760343828151535
715,0.34788696675043207,-0.006167564757128763,-0.03195085688647559,0.0504491703038229,0.11679702127072722,0.16625519135394795
1201,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.04531948581237888,0.1319039625186893,0.15701614276062104
1228,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
256,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
1718,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1746,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1935,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
347,0.19644794381699282,-0.0037211384903037548,0.34976392863000216,0.002138662101235589,0.05908039342448035,0.14944947151320842
1096,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
727,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
679,0.34788696675043207,-0.010141361121484449,-0.022455485871029746,0.04378950222520539,0.11245585040226236,0.21467376417555262
317,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.050782843254263854,0.11774143848295415,0.17414572724195743
1709,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1891,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2069,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
821,0.34788696675043207,-0.006715496177577052,-0.032355829025964344,0.0452706863273884,0.13185391080932418,0.15598692268635583
550,0.34788696675043207,-0.007485315191964825,-0.019300967801388347,0.04359270650399938,0.11191451413712394,0.22020456741383387
1418,0.34788696675043207,-0.006715496177577052,-0.02195216117572185,0.0452706863273884,0.13185391080932418,0.15598692268635583
743,0.34788696675043207,-0.007191193615708191,-0.031871188979654574,0.04508070173217871,0.13176120386656243,0.15760343828151535
2171,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1569,0.19644794381699282,-0.011725651923780722,0.34976392863000216,0.0026847144894791564,0.1289347245081821,0.07673613705309679
919,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.1201478801842536,0.16537719829435182
1505,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1424,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
827,0.34788696675043207,-0.0077689325332716,-0.03195444904807687,0.044696125430199185,0.1366667033916512,0.15912367490845036
1049,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1644,0.34788696675043207,-0.009197345933679935,0.20028524725487873,-0.0018890438257986863,0.1339170911274855,0.07458023470044262
1740,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
527,0.34788696675043207,-0.006167564757128763,-0.03195085688647559,0.05025784576485359,0.11779450729513974,0.16544902986850474
1367,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12337995982792471,0.16609018085635485
2142,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
712,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.1201478801842536,0.16537719829435182
2115,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1526,0.34788696675043207,-0.015109239804474983,0.20111431836166294,-0.0028953978396315527,0.13031621982362274,0.07581279291510767
1100,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
754,0.34788696675043207,-0.007191193615708191,-0.031871188979654574,0.04508070173217871,0.13176120386656243,0.15760343828151535
195,0.34788696675043207,-0.005199476676091663,-0.026373145968833556,0.05170239432560686,0.11261687675847676,0.18781429634775593
8,0.34788696675043207,-0.007304107020116413,-0.03557100208023756,0.04295610089509083,0.1726707273093968,0.12516228901628235
923,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.11997145922414176,0.16555361925446366
1175,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
1572,0.19842858311973144,0.0014373238242408881,0.3728092871571269,-0.0002612772109762407,0.1074982564283452,0.07976187776110899
1144,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1115,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
933,0.34788696675043207,-0.006430657248405858,-0.031972481713705925,0.045885165880459544,0.12336368901975658,0.16588092081711414
450,0.34788696675043207,-0.0066564629945097264,-0.03195085688647559,0.050630353316478915,0.1174590241748269,0.16590090367457322
1278,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
632,0.34788696675043207,0.0013869538476454224,0.11579555401589614,0.0003241086719261155,0.07367741035027253,0.22060305744340492
1033,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1244,0.34788696675043207,-0.00667575417127253,-0.023859371630255755,0.04590473195591738,0.12488873858096983,0.16458140210330974
1879,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1798,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2175,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1744,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1582,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
973,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.1201478801842536,0.16537719829435182
1379,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1975,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
37,0.34788696675043207,-0.0066564629945097264,-0.03195085688647559,0.050670304136094635,0.1168049555511631,0.1665150214786213
1751,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2125,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1195,0.34788696675043207,-0.006715496177577052,-0.032355829025964344,0.0452706863273884,0.13185391080932418,0.15598692268635583
1467,0.19644794381699282,-0.019048080591943517,0.34976392863000216,0.003370388536671043,0.08160331615951633,0.12085351610273076
1134,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1691,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1723,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
425,0.34788696675043207,-0.010408014330327009,-0.019852856641460637,0.04443038994985926,0.11473692288554671,0.21588491892223538
520,0.34788696675043207,-0.010141361121484449,-0.022455485871029746,0.04378950222520539,0.11245585040226236,0.21467376417555262
223,0.34788696675043207,-0.004912698728147813,-0.02683266063385703,0.05143125824885475,0.11509848881395557,0.1844167611032148
1269,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1651,0.18738655493791467,0.0009173421523334113,0.3733067377072783,-0.0005706780417237267,0.11429151398199022,0.08134691133928462
387,0.34788696675043207,-0.004912698728147813,-0.02683266063385703,0.051709549994814585,0.11494888439667672,0.18428807377453382
1457,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.045267498626447966,0.13192805351546166,0.15704403894977959
1768,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1441,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.04505126134873372,0.13174870897665147,0.15743962076630402
1634,0.20542581434285356,-0.004535902937214176,0.35493183436695575,-0.0016310333047768744,0.1244233839358656,0.07304609952828345
221,0.34788696675043207,-0.004912698728147813,-0.02683266063385703,0.051709549994814585,0.11494888439667672,0.18428807377453382
854,0.34788696675043207,-0.007191193615708191,-0.02376356625891285,0.04508070173217871,0.13176120386656243,0.15760343828151535
459,0.34788696675043207,-0.006167564757128763,-0.03195085688647559,0.05025784576485359,0.11779450729513974,0.16544902986850474
1062,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.04531948581237888,0.1319039625186893,0.15701614276062104
1836,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
389,0.34788696675043207,-0.01504793599053389,0.10194538026795308,0.012260169537197552,0.09402201497175933,0.19663041704809725
488,0.34788696675043207,-0.009432776982349789,0.029169845867217492,0.04394138848611884,0.11487071633866996,0.21624012693285255
526,0.34788696675043207,-0.010141361121484449,-0.022455485871029746,0.04378950222520539,0.11245585040226236,0.21467376417555262
2061,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2180,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1692,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
989,0.34788696675043207,-0.0061578009274335654,-0.03195085688647559,0.04827317078132232,0.11999193014856602,0.16522651816891454
1163,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12337995982792471,0.16609018085635485
1661,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1847,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
328,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
633,0.34788696675043207,2.3842378045535462e-05,0.1172635948172095,0.00041385799239790355,0.07103005616593405,0.22305573297555814
2140,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
296,0.34788696675043207,-0.005199476676091663,-0.026373145968833556,0.05242496129201424,0.11358276882962337,0.18612583731020194
2013,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1187,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
921,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.1201478801842536,0.16537719829435182
491,0.34788696675043207,-0.010408014330327009,-0.019852856641460637,0.04443038994985926,0.11473692288554671,0.21588491892223538
1426,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
1464,0.34788696675043207,-0.00667575417127253,-0.004021005742572581,0.04590473195591738,0.12488873858096983,0.16458140210330974
2095,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2045,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1138,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
452,0.34788696675043207,-0.006167564757128763,-0.03195085688647559,0.05025784576485359,0.11779450729513974,0.16544902986850474
1413,0.34788696675043207,-0.017386077867101224,0.08943405042221553,0.00858668572997523,0.12489357443256022,0.16467529170141992
1495,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1855,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
878,0.34788696675043207,-0.00667575417127253,-0.021554726375623723,0.0458060065062168,0.12489357443256022,0.16467529170141992
689,0.34788696675043207,-0.010408014330327009,-0.011543457662315126,0.04443038994985926,0.11487862584959152,0.21574321595819057
405,0.34788696675043207,-0.009354870539937887,0.05115176508604502,0.02110127582403809,0.11194487729623137,0.22060305744340492
308,0.34788696675043207,-0.004912698728147813,-0.02683266063385703,0.05143125824885475,0.11377607118995359,0.1857391787272168
313,0.34788696675043207,-0.005199476676091663,-0.011322080510631327,0.05161279532898788,0.11265724916695907,0.1878635229358926
123,0.34788696675043207,-0.006483676079885425,-0.03195085688647559,0.05062068717512902,0.11707049905140787,0.16612630802471784
45,0.34788696675043207,-0.0066564629945097264,-0.03195085688647559,0.050630353316478915,0.1174590241748269,0.16590090367457322
2094,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
751,0.34788696675043207,-0.007191193615708191,-0.031871188979654574,0.04508070173217871,0.13176120386656243,0.15760343828151535
1110,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
1036,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04575085099585208,0.12490666910744652,0.16471735253689834
1221,0.34788696675043207,-0.00667575417127253,-0.021554726375623723,0.04590473195591738,0.12488873858096983,0.16458140210330974
2025,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1986,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1306,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1592,0.34788696675043207,-0.01315593834521489,0.20694436277179007,-0.002734472149800715,0.12806554243675172,0.07293454807868616
2051,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
344,0.19644794381699282,-0.011404778544268801,0.34976392863000216,0.0026292930243575485,0.07160937143335733,0.13421396965995946
40,0.34788696675043207,-0.006167564757128763,-0.03195085688647559,0.048236233142567975,0.11999209209625039,0.1652730576896797
932,0.34788696675043207,-0.006430657248405858,-0.031972481713705925,0.045885165880459544,0.12336368901975658,0.16588092081711414
534,0.34788696675043207,-0.010337353422510964,-0.022542012080279283,0.04409724097350598,0.11138605939509061,0.21160569085307168
951,0.34788696675043207,-0.006473983718530252,-0.03195085688647559,0.04828272341129414,0.1201478801842536,0.16537719829435182
294,0.34788696675043207,-0.010392479484248818,0.06679982543453444,0.02018324465564114,0.11223866006568095,0.19255525431935394
733,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
2190,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1967,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
977,0.34788696675043207,-0.006430657248405858,-0.031972481713705925,0.045885165880459544,0.12336368901975658,0.16588092081711414
1357,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.04531948581237888,0.1319039625186893,0.15701614276062104
361,0.34788696675043207,-0.007370891868616836,-0.014393010193113343,0.042233787959352065,0.1212420733251216,0.22376166378484097
153,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
717,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
10,0.34788696675043207,-0.007304107020116413,-0.03557100208023756,0.04295610089509083,0.1726707273093968,0.12516228901628235
21,0.34788696675043207,-0.006167564757128763,-0.03195085688647559,0.048236233142567975,0.11999209209625039,0.1652730576896797
1868,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
